"ID","filed","Kingdom","Phylum","Class","Order","Family","Genus","Species","group","Label"
"bac_ASV_1","bac","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Unassigned","Unassigned","bac","bac_ASV_1"
"bac_ASV_10","bac","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Ralstonia","Ralstonia_pickettii","bac","bac_ASV_10"
"bac_ASV_101","bac","Bacteria","Acidobacteria","Acidobacteria_Gp2","Unassigned","Unassigned","Gp2","Unassigned","bac","bac_ASV_101"
"bac_ASV_103","bac","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Terrimonas","Terrimonas_lutea","bac","bac_ASV_103"
"bac_ASV_1032","bac","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter","Unassigned","bac","bac_ASV_1032"
"bac_ASV_104","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys","Pseudolabrys_taiwanensis","bac","bac_ASV_104"
"bac_ASV_105","bac","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac","bac_ASV_105"
"bac_ASV_106","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys","Pseudolabrys_taiwanensis","bac","bac_ASV_106"
"bac_ASV_107","bac","Bacteria","Actinobacteria","Actinobacteria","Gaiellales","Gaiellaceae","Gaiella","Gaiella_occulta","bac","bac_ASV_107"
"bac_ASV_109","bac","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Unassigned","Unassigned","Unassigned","bac","bac_ASV_109"
"bac_ASV_11","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Unassigned","Unassigned","bac","bac_ASV_11"
"bac_ASV_111","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium","Unassigned","bac","bac_ASV_111"
"bac_ASV_1111","bac","Bacteria","Acidobacteria","Acidobacteria_Gp6","Unassigned","Unassigned","Gp6","Unassigned","bac","bac_ASV_1111"
"bac_ASV_113","bac","Bacteria","Proteobacteria","Betaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac","bac_ASV_113"
"bac_ASV_114","bac","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","Nitrosospira","Unassigned","bac","bac_ASV_114"
"bac_ASV_1159","bac","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac","bac_ASV_1159"
"bac_ASV_116","bac","Bacteria","Proteobacteria","Betaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac","bac_ASV_116"
"bac_ASV_1168","bac","Bacteria","Proteobacteria","Betaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac","bac_ASV_1168"
"bac_ASV_117","bac","Bacteria","Proteobacteria","Gammaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac","bac_ASV_117"
"bac_ASV_118","bac","Bacteria","Cyanobacteria","Chloroplast","Unassigned","Chloroplast","Streptophyta","Unassigned","bac","bac_ASV_118"
"bac_ASV_1180","bac","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac","bac_ASV_1180"
"bac_ASV_12","bac","Bacteria","Proteobacteria","Gammaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac","bac_ASV_12"
"bac_ASV_122","bac","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac","bac_ASV_122"
"bac_ASV_123","bac","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Flavitalea","Flavitalea_gansuensis","bac","bac_ASV_123"
"bac_ASV_124","bac","Bacteria","Acidobacteria","Acidobacteria_Gp16","Unassigned","Unassigned","Gp16","Unassigned","bac","bac_ASV_124"
"bac_ASV_127","bac","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac","bac_ASV_127"
"bac_ASV_129","bac","Bacteria","Verrucomicrobia","Spartobacteria","Unassigned","Unassigned","Spartobacteria_genera_incertae_sedis","Unassigned","bac","bac_ASV_129"
"bac_ASV_1292","bac","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Unassigned","Unassigned","bac","bac_ASV_1292"
"bac_ASV_13","bac","Archaea","Thaumarchaeota","Unassigned","Nitrososphaerales","Nitrososphaeraceae","Nitrososphaera","Unassigned","bac","bac_ASV_13"
"bac_ASV_130","bac","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","Gemmatimonas_aurantiaca","bac","bac_ASV_130"
"bac_ASV_131","bac","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_corrugata","bac","bac_ASV_131"
"bac_ASV_132","bac","Bacteria","Actinobacteria","Actinobacteria","Gaiellales","Gaiellaceae","Gaiella","Gaiella_occulta","bac","bac_ASV_132"
"bac_ASV_133","bac","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Unassigned","Unassigned","bac","bac_ASV_133"
"bac_ASV_1339","bac","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter","Unassigned","bac","bac_ASV_1339"
"bac_ASV_134","bac","Bacteria","candidate_division_WPS-1","Unassigned","Unassigned","Unassigned","WPS-1_genera_incertae_sedis","Unassigned","bac","bac_ASV_134"
"bac_ASV_135","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Unassigned","Unassigned","Unassigned","bac","bac_ASV_135"
"bac_ASV_136","bac","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac","bac_ASV_136"
"bac_ASV_137","bac","Bacteria","Chloroflexi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac","bac_ASV_137"
"bac_ASV_138","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Unassigned","Unassigned","bac","bac_ASV_138"
"bac_ASV_141","bac","Bacteria","Proteobacteria","Betaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac","bac_ASV_141"
"bac_ASV_1417","bac","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter","Unassigned","bac","bac_ASV_1417"
"bac_ASV_142","bac","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas","Arenimonas_daechungensis","bac","bac_ASV_142"
"bac_ASV_143","bac","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Unassigned","Unassigned","Unassigned","bac","bac_ASV_143"
"bac_ASV_144","bac","Bacteria","Proteobacteria","Gammaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac","bac_ASV_144"
"bac_ASV_145","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_incertae_sedis","Unassigned","Rhizomicrobium","Unassigned","bac","bac_ASV_145"
"bac_ASV_148","bac","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia","Burkholderia_ubonensis","bac","bac_ASV_148"
"bac_ASV_149","bac","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac","bac_ASV_149"
"bac_ASV_15","bac","Bacteria","Acidobacteria","Acidobacteria_Gp1","Unassigned","Unassigned","Gp1","Unassigned","bac","bac_ASV_15"
"bac_ASV_152","bac","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Unassigned","Unassigned","bac","bac_ASV_152"
"bac_ASV_153","bac","Bacteria","Proteobacteria","Betaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac","bac_ASV_153"
"bac_ASV_155","bac","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","Gemmatimonas_aurantiaca","bac","bac_ASV_155"
"bac_ASV_156","bac","Bacteria","Acidobacteria","Acidobacteria_Gp1","Unassigned","Unassigned","Gp1","Unassigned","bac","bac_ASV_156"
"bac_ASV_157","bac","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae","Unassigned","Unassigned","bac","bac_ASV_157"
"bac_ASV_159","bac","Bacteria","Acidobacteria","Acidobacteria_Gp3","Unassigned","Unassigned","Gp3","Unassigned","bac","bac_ASV_159"
"bac_ASV_16","bac","Bacteria","Acidobacteria","Acidobacteria_Gp2","Unassigned","Unassigned","Gp2","Unassigned","bac","bac_ASV_16"
"bac_ASV_161","bac","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Rhodanobacter","Rhodanobacter_umsongensis","bac","bac_ASV_161"
"bac_ASV_162","bac","Bacteria","Verrucomicrobia","Subdivision3","Unassigned","Unassigned","Subdivision3_genera_incertae_sedis","Unassigned","bac","bac_ASV_162"
"bac_ASV_164","bac","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Gemmata","Gemmata_obscuriglobus","bac","bac_ASV_164"
"bac_ASV_165","bac","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Terrimonas","Unassigned","bac","bac_ASV_165"
"bac_ASV_169","bac","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Unassigned","Unassigned","bac","bac_ASV_169"
"bac_ASV_17","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Unassigned","bac","bac_ASV_17"
"bac_ASV_170","bac","Bacteria","Acidobacteria","Acidobacteria_Gp6","Unassigned","Unassigned","Gp6","Unassigned","bac","bac_ASV_170"
"bac_ASV_171","bac","Bacteria","Acidobacteria","Acidobacteria_Gp1","Unassigned","Unassigned","Gp1","Unassigned","bac","bac_ASV_171"
"bac_ASV_173","bac","Bacteria","Proteobacteria","Betaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac","bac_ASV_173"
"bac_ASV_178","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Unassigned","Unassigned","Unassigned","bac","bac_ASV_178"
"bac_ASV_179","bac","Bacteria","candidate_division_WPS-1","Unassigned","Unassigned","Unassigned","WPS-1_genera_incertae_sedis","Unassigned","bac","bac_ASV_179"
"bac_ASV_18","bac","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae","Steroidobacter","Unassigned","bac","bac_ASV_18"
"bac_ASV_180","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium","Unassigned","bac","bac_ASV_180"
"bac_ASV_185","bac","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia","Unassigned","bac","bac_ASV_185"
"bac_ASV_186","bac","Bacteria","Acidobacteria","Acidobacteria_Gp1","Unassigned","Unassigned","Gp1","Unassigned","bac","bac_ASV_186"
"bac_ASV_187","bac","Bacteria","Verrucomicrobia","Subdivision3","Unassigned","Unassigned","Subdivision3_genera_incertae_sedis","Unassigned","bac","bac_ASV_187"
"bac_ASV_188","bac","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Unassigned","Chryseolinea","Chryseolinea_serpens","bac","bac_ASV_188"
"bac_ASV_189","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Unassigned","Unassigned","Unassigned","bac","bac_ASV_189"
"bac_ASV_19","bac","Bacteria","Acidobacteria","Acidobacteria_Gp1","Unassigned","Unassigned","Telmatobacter","Telmatobacter_bradus","bac","bac_ASV_19"
"bac_ASV_190","bac","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac","bac_ASV_190"
"bac_ASV_191","bac","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Unassigned","Unassigned","bac","bac_ASV_191"
"bac_ASV_192","bac","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Niastella","Niastella_yeongjuensis","bac","bac_ASV_192"
"bac_ASV_194","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Unassigned","Unassigned","Unassigned","bac","bac_ASV_194"
"bac_ASV_196","bac","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter","Unassigned","bac","bac_ASV_196"
"bac_ASV_197","bac","Bacteria","Verrucomicrobia","Subdivision3","Unassigned","Unassigned","Subdivision3_genera_incertae_sedis","Unassigned","bac","bac_ASV_197"
"bac_ASV_2","bac","Bacteria","Proteobacteria","Gammaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac","bac_ASV_2"
"bac_ASV_20","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas_jaspsi","bac","bac_ASV_20"
"bac_ASV_200","bac","Bacteria","Acidobacteria","Acidobacteria_Gp10","Unassigned","Unassigned","Gp10","Unassigned","bac","bac_ASV_200"
"bac_ASV_202","bac","Bacteria","Verrucomicrobia","Spartobacteria","Unassigned","Unassigned","Spartobacteria_genera_incertae_sedis","Unassigned","bac","bac_ASV_202"
"bac_ASV_204","bac","Bacteria","Acidobacteria","Acidobacteria_Gp1","Unassigned","Unassigned","Gp1","Unassigned","bac","bac_ASV_204"
"bac_ASV_205","bac","Bacteria","Acidobacteria","Acidobacteria_Gp3","Unassigned","Unassigned","Gp3","Unassigned","bac","bac_ASV_205"
"bac_ASV_206","bac","Bacteria","Acidobacteria","Acidobacteria_Gp1","Unassigned","Unassigned","Gp1","Unassigned","bac","bac_ASV_206"
"bac_ASV_207","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Unassigned","Unassigned","bac","bac_ASV_207"
"bac_ASV_21","bac","Archaea","Thaumarchaeota","Unassigned","Nitrososphaerales","Nitrososphaeraceae","Nitrososphaera","Unassigned","bac","bac_ASV_21"
"bac_ASV_210","bac","Bacteria","Actinobacteria","Actinobacteria","Gaiellales","Gaiellaceae","Gaiella","Gaiella_occulta","bac","bac_ASV_210"
"bac_ASV_211","bac","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Niastella","Niastella_koreensis","bac","bac_ASV_211"
"bac_ASV_213","bac","Bacteria","Bacteroidetes","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac","bac_ASV_213"
"bac_ASV_214","bac","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Unassigned","Unassigned","bac","bac_ASV_214"
"bac_ASV_217","bac","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Crenobacter","Crenobacter_luteus","bac","bac_ASV_217"
"bac_ASV_218","bac","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","Gemmatimonas_aurantiaca","bac","bac_ASV_218"
"bac_ASV_219","bac","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","Gemmatimonas_aurantiaca","bac","bac_ASV_219"
"bac_ASV_22","bac","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira","Unassigned","bac","bac_ASV_22"
"bac_ASV_220","bac","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Niastella","Niastella_populi","bac","bac_ASV_220"
"bac_ASV_221","bac","Bacteria","Verrucomicrobia","Subdivision3","Unassigned","Unassigned","Subdivision3_genera_incertae_sedis","Unassigned","bac","bac_ASV_221"
"bac_ASV_223","bac","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac","bac_ASV_223"
"bac_ASV_224","bac","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","Gemmatimonas_aurantiaca","bac","bac_ASV_224"
"bac_ASV_226","bac","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Arthrobacter","Arthrobacter_ramosus","bac","bac_ASV_226"
"bac_ASV_227","bac","Archaea","Thaumarchaeota","Unassigned","Nitrosopumilales","Nitrosopumilaceae","Nitrosopumilus","Unassigned","bac","bac_ASV_227"
"bac_ASV_228","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Dongia","Unassigned","bac","bac_ASV_228"
"bac_ASV_229","bac","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","Gemmatimonas_aurantiaca","bac","bac_ASV_229"
"bac_ASV_23","bac","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Unassigned","Unassigned","bac","bac_ASV_23"
"bac_ASV_230","bac","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia","Unassigned","bac","bac_ASV_230"
"bac_ASV_232","bac","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac","bac_ASV_232"
"bac_ASV_235","bac","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac","bac_ASV_235"
"bac_ASV_239","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys","Pseudolabrys_taiwanensis","bac","bac_ASV_239"
"bac_ASV_24","bac","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac","bac_ASV_24"
"bac_ASV_242","bac","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Dokdonella","Dokdonella_fugitiva","bac","bac_ASV_242"
"bac_ASV_244","bac","Bacteria","Proteobacteria","Gammaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac","bac_ASV_244"
"bac_ASV_245","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium","Unassigned","bac","bac_ASV_245"
"bac_ASV_247","bac","Bacteria","Acidobacteria","Acidobacteria_Gp3","Unassigned","Unassigned","Gp3","Unassigned","bac","bac_ASV_247"
"bac_ASV_248","bac","Bacteria","Acidobacteria","Acidobacteria_Gp15","Unassigned","Unassigned","Gp15","Unassigned","bac","bac_ASV_248"
"bac_ASV_25","bac","Bacteria","Proteobacteria","Betaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac","bac_ASV_25"
"bac_ASV_252","bac","Bacteria","Acidobacteria","Acidobacteria_Gp1","Unassigned","Unassigned","Gp1","Unassigned","bac","bac_ASV_252"
"bac_ASV_253","bac","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_granadensis","bac","bac_ASV_253"
"bac_ASV_255","bac","Bacteria","Candidatus_Saccharibacteria","Unassigned","Unassigned","Unassigned","Saccharibacteria_genera_incertae_sedis","Unassigned","bac","bac_ASV_255"
"bac_ASV_258","bac","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium","Unassigned","bac","bac_ASV_258"
"bac_ASV_262","bac","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Unassigned","Unassigned","bac","bac_ASV_262"
"bac_ASV_263","bac","Bacteria","Acidobacteria","Acidobacteria_Gp6","Unassigned","Unassigned","Gp6","Unassigned","bac","bac_ASV_263"
"bac_ASV_265","bac","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac","bac_ASV_265"
"bac_ASV_268","bac","Bacteria","Proteobacteria","Betaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac","bac_ASV_268"
"bac_ASV_27","bac","Bacteria","Acidobacteria","Acidobacteria_Gp1","Unassigned","Unassigned","Gp1","Unassigned","bac","bac_ASV_27"
"bac_ASV_272","bac","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Sediminibacterium","Unassigned","bac","bac_ASV_272"
"bac_ASV_273","bac","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_1","Bacillus","Bacillus_qingshengii","bac","bac_ASV_273"
"bac_ASV_276","bac","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia","Unassigned","bac","bac_ASV_276"
"bac_ASV_277","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Unassigned","Unassigned","bac","bac_ASV_277"
"bac_ASV_278","bac","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac","bac_ASV_278"
"bac_ASV_279","bac","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae","Povalibacter","Povalibacter_uvarum","bac","bac_ASV_279"
"bac_ASV_28","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Unassigned","Unassigned","Unassigned","bac","bac_ASV_28"
"bac_ASV_280","bac","Bacteria","Acidobacteria","Acidobacteria_Gp1","Unassigned","Unassigned","Gp1","Unassigned","bac","bac_ASV_280"
"bac_ASV_282","bac","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Unassigned","Chryseolinea","Chryseolinea_serpens","bac","bac_ASV_282"
"bac_ASV_283","bac","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiales_incertae_sedis","Unassigned","Unassigned","bac","bac_ASV_283"
"bac_ASV_286","bac","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Cystobacteraceae","Cystobacter","Unassigned","bac","bac_ASV_286"
"bac_ASV_29","bac","Bacteria","Acidobacteria","Acidobacteria_Gp13","Unassigned","Unassigned","Gp13","Unassigned","bac","bac_ASV_29"
"bac_ASV_290","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac","bac_ASV_290"
"bac_ASV_292","bac","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Flavisolibacter","Flavisolibacter_ginsengisoli","bac","bac_ASV_292"
"bac_ASV_294","bac","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","Gemmatimonas_aurantiaca","bac","bac_ASV_294"
"bac_ASV_296","bac","Archaea","Thaumarchaeota","Unassigned","Nitrososphaerales","Nitrososphaeraceae","Nitrososphaera","Unassigned","bac","bac_ASV_296"
"bac_ASV_298","bac","Bacteria","Proteobacteria","Betaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac","bac_ASV_298"
"bac_ASV_299","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium","Novosphingobium_lentum","bac","bac_ASV_299"
"bac_ASV_3","bac","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia","Burkholderia_soli","bac","bac_ASV_3"
"bac_ASV_30","bac","Bacteria","Acidobacteria","Acidobacteria_Gp3","Unassigned","Unassigned","Gp3","Unassigned","bac","bac_ASV_30"
"bac_ASV_300","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac","bac_ASV_300"
"bac_ASV_302","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Dongia","Dongia_rigui","bac","bac_ASV_302"
"bac_ASV_304","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Unassigned","Unassigned","Unassigned","bac","bac_ASV_304"
"bac_ASV_305","bac","Bacteria","Acidobacteria","Acidobacteria_Gp3","Unassigned","Unassigned","Gp3","Unassigned","bac","bac_ASV_305"
"bac_ASV_31","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium","Bradyrhizobium_daqingense","bac","bac_ASV_31"
"bac_ASV_310","bac","Bacteria","Proteobacteria","Betaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac","bac_ASV_310"
"bac_ASV_312","bac","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Unassigned","Unassigned","bac","bac_ASV_312"
"bac_ASV_313","bac","Bacteria","Acidobacteria","Acidobacteria_Gp6","Unassigned","Unassigned","Gp6","Unassigned","bac","bac_ASV_313"
"bac_ASV_316","bac","Bacteria","Acidobacteria","Acidobacteria_Gp6","Unassigned","Unassigned","Gp6","Unassigned","bac","bac_ASV_316"
"bac_ASV_32","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium","Unassigned","bac","bac_ASV_32"
"bac_ASV_320","bac","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac","bac_ASV_320"
"bac_ASV_323","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Unassigned","Unassigned","Unassigned","bac","bac_ASV_323"
"bac_ASV_324","bac","Bacteria","Acidobacteria","Acidobacteria_Gp6","Unassigned","Unassigned","Gp6","Unassigned","bac","bac_ASV_324"
"bac_ASV_328","bac","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac","bac_ASV_328"
"bac_ASV_33","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Unassigned","Unassigned","Unassigned","bac","bac_ASV_33"
"bac_ASV_332","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac","bac_ASV_332"
"bac_ASV_334","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Rhodoplanes","Unassigned","bac","bac_ASV_334"
"bac_ASV_336","bac","Bacteria","Proteobacteria","Gammaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac","bac_ASV_336"
"bac_ASV_338","bac","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Unassigned","Unassigned","bac","bac_ASV_338"
"bac_ASV_339","bac","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","Chondromyces","Unassigned","bac","bac_ASV_339"
"bac_ASV_34","bac","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Unassigned","Unassigned","bac","bac_ASV_34"
"bac_ASV_342","bac","Bacteria","Proteobacteria","Gammaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac","bac_ASV_342"
"bac_ASV_346","bac","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Methyloversatilis","Unassigned","bac","bac_ASV_346"
"bac_ASV_347","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys","Pseudolabrys_taiwanensis","bac","bac_ASV_347"
"bac_ASV_348","bac","Bacteria","Acidobacteria","Acidobacteria_Gp1","Unassigned","Unassigned","Gp1","Unassigned","bac","bac_ASV_348"
"bac_ASV_35","bac","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia","Burkholderia_caribensis","bac","bac_ASV_35"
