#OTUID	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
ASV_911	4	1	4	10	4	2	3	3	8	6	3	5	3	6	3	1	6	5
ASV_979	6	4	10	8	2	5	3	4	6	6	3	1	4	0	2	8	3	2
ASV_1036	1	5	6	5	0	2	4	9	4	6	6	7	5	6	1	1	4	4
ASV_1145	1	1	0	0	0	0	4	63	1	1	0	3	1	0	0	0	0	1
ASV_1228	3	3	2	1	0	3	10	6	3	1	5	14	9	1	10	3	1	1
ASV_1391	3	6	0	1	4	6	12	13	6	5	2	6	4	0	1	2	1	4
ASV_1421	12	1	0	0	4	1	1	9	3	3	2	4	8	6	5	4	10	3
ASV_1521	3	2	3	0	6	1	5	5	1	0	1	2	1	2	26	6	8	4
ASV_1761	9	2	1	0	0	0	11	4	3	12	0	1	3	2	5	4	5	14
ASV_1876	4	2	6	0	3	1	5	9	4	2	4	12	5	2	4	8	3	2
ASV_762	5	7	7	7	8	0	6	1	3	0	4	2	3	1	1	9	6	6
ASV_786	1	6	4	1	3	5	2	5	2	5	4	3	12	5	6	2	3	7
ASV_824	5	6	3	9	4	3	4	6	2	2	5	1	7	5	3	5	2	4
ASV_876	7	7	1	1	9	0	2	9	2	3	6	4	11	1	5	0	3	5
ASV_901	1	1	6	0	33	4	0	10	1	0	11	0	2	0	2	0	0	5
ASV_905	8	4	2	4	9	6	3	3	6	3	4	1	2	5	4	4	3	5
ASV_908	7	6	0	2	0	0	0	12	2	6	7	3	6	1	8	2	11	3
ASV_922	3	8	3	1	4	3	8	6	4	2	8	1	6	5	5	3	3	3
ASV_953	0	0	0	18	0	38	3	3	0	0	2	3	0	1	4	1	1	2
ASV_960	12	6	7	1	0	7	15	2	4	4	1	2	2	5	3	2	2	1
ASV_967	2	4	4	3	2	4	7	5	3	3	3	4	4	4	3	5	6	10
ASV_1007	1	4	14	5	0	7	0	0	9	2	0	0	5	6	0	4	13	5
ASV_1021	4	2	3	9	2	3	3	3	2	5	6	9	3	2	7	5	4	3
ASV_1034	4	3	6	0	0	3	2	3	14	1	5	7	11	2	2	4	1	7
ASV_1176	6	4	2	3	6	4	8	4	3	1	4	3	7	4	4	1	8	3
ASV_1262	1	0	2	4	5	2	3	0	6	7	3	5	13	1	6	11	4	2
ASV_1294	4	5	1	4	0	5	7	9	1	3	5	6	1	2	4	5	2	11
ASV_1459	4	5	6	3	2	1	5	8	3	1	4	5	10	1	4	3	2	8
ASV_1503	5	1	4	0	2	5	5	7	4	7	2	3	5	5	9	1	8	2
ASV_2289	10	3	2	6	3	4	5	1	6	6	4	8	4	2	5	1	4	1
ASV_2443	2	5	1	5	1	6	5	3	4	3	5	6	5	7	6	1	2	8
ASV_2542	5	8	11	0	1	0	2	2	6	6	3	6	1	3	13	2	1	5
ASV_845	1	3	10	2	2	5	3	3	2	3	6	4	5	1	3	12	4	6
ASV_851	2	1	2	6	3	1	2	2	10	5	6	1	1	7	7	11	6	2
ASV_866	3	2	0	5	1	2	11	7	4	5	4	9	2	8	5	4	0	3
ASV_872	0	0	2	4	3	0	5	3	2	2	8	10	11	6	3	4	4	8
ASV_882	6	2	2	3	3	2	3	3	4	13	7	3	3	2	7	2	6	4
ASV_893	6	1	0	9	0	2	3	4	4	1	1	3	5	10	4	12	8	2
ASV_1037	1	4	6	7	3	8	4	1	4	4	4	6	5	4	4	4	4	1
ASV_1301	12	8	7	3	1	1	6	0	5	1	2	1	3	3	5	2	7	7
ASV_2406	1	2	3	1	2	5	2	12	1	3	7	12	3	3	7	4	4	2
ASV_2811	3	4	5	1	0	9	4	5	4	5	4	4	3	5	4	1	4	9
ASV_843	2	1	16	7	3	2	2	1	3	1	7	4	1	2	3	7	4	8
ASV_863	0	0	0	1	21	0	5	5	3	4	22	0	0	3	5	3	2	0
ASV_941	3	7	1	3	0	1	7	7	6	8	3	4	7	0	3	5	1	8
ASV_943	11	3	5	2	2	2	0	1	5	3	2	3	18	0	5	5	1	6
ASV_950	4	8	3	0	1	7	4	7	3	2	5	4	6	1	6	7	0	6
ASV_986	3	7	0	5	2	7	7	4	2	5	3	7	3	4	5	7	1	2
ASV_1010	4	2	1	3	2	1	4	12	6	6	3	2	3	7	2	1	8	6
ASV_1014	2	4	0	1	1	0	6	11	7	4	2	2	5	15	6	2	2	3
ASV_1074	7	3	7	5	6	7	5	2	3	3	3	2	4	4	4	2	3	3
ASV_1094	7	2	12	12	7	1	6	3	0	6	2	2	0	2	1	4	2	4
ASV_1148	1	0	0	2	2	1	0	1	2	5	1	50	0	1	3	0	1	3
ASV_1221	1	7	9	1	0	3	3	1	3	4	1	8	1	7	7	7	4	6
ASV_1234	2	1	58	0	0	0	0	3	3	0	0	2	0	0	3	0	0	1
ASV_1332	7	3	5	12	0	4	5	2	1	2	1	3	3	6	3	3	5	8
ASV_2132	0	6	6	7	1	3	4	7	3	0	4	2	11	1	3	6	6	3
ASV_2682	0	2	3	0	2	1	11	5	2	2	4	11	10	5	7	3	2	3
ASV_899	6	1	2	3	0	3	2	1	6	7	4	6	7	9	3	5	2	6
ASV_921	4	4	3	2	5	2	7	4	5	4	5	7	2	2	6	3	1	7
ASV_981	1	4	7	5	1	4	3	7	7	5	6	5	5	0	2	1	5	5
ASV_1106	3	6	5	3	4	5	4	3	4	3	6	6	0	2	4	3	9	2
ASV_1112	1	1	4	9	1	3	4	1	5	3	4	4	3	7	3	4	5	10
ASV_1205	22	6	15	0	0	1	0	0	4	0	0	5	10	0	1	0	8	0
ASV_1353	4	3	3	6	3	2	6	2	3	2	6	6	8	5	2	5	2	4
ASV_1437	3	5	3	4	8	6	3	7	4	0	4	6	3	4	5	2	1	4
ASV_1506	5	1	1	1	1	3	15	5	10	4	4	5	2	3	5	3	2	2
ASV_1620	5	3	2	4	2	3	3	5	3	2	6	3	2	13	6	4	4	2
ASV_1723	1	2	7	4	3	1	8	2	4	5	3	15	1	5	2	2	4	3
ASV_2234	0	1	3	0	0	0	12	11	4	1	5	14	3	1	8	4	4	1
ASV_910	3	3	5	2	8	4	4	4	4	5	3	6	1	6	3	2	7	2
ASV_912	5	3	11	2	0	8	2	4	4	4	8	2	2	0	2	5	6	4
ASV_951	1	2	0	0	0	1	7	16	5	2	6	5	4	6	5	2	4	6
ASV_954	5	3	0	4	3	6	5	2	9	2	6	5	4	7	5	3	1	2
ASV_983	2	4	3	1	9	3	3	5	6	5	3	5	1	5	5	0	5	7
ASV_994	3	4	4	3	9	6	0	6	3	2	2	1	8	8	0	2	7	4
ASV_1028	4	5	3	2	5	6	2	5	4	3	4	4	2	5	3	5	6	3
ASV_1038	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0
ASV_1073	7	8	3	3	6	2	0	4	1	2	8	5	4	4	2	4	2	6
ASV_1122	3	5	4	1	2	3	3	4	10	4	5	3	2	1	5	5	4	7
ASV_1175	2	2	2	5	2	2	6	4	5	4	4	6	4	5	5	3	4	6
ASV_1183	5	7	2	6	4	7	3	4	3	0	5	2	5	5	2	3	4	4
ASV_1184	3	5	5	0	2	3	4	3	2	2	7	9	5	4	6	5	4	2
ASV_1905	1	2	1	1	2	4	3	8	7	5	4	7	9	3	8	2	1	3
ASV_2535	5	5	1	2	1	9	5	4	4	5	6	6	6	1	2	1	6	2
ASV_2597	2	5	0	0	0	2	8	7	4	2	5	10	12	1	4	4	3	2
ASV_896	0	8	18	2	6	0	2	0	4	2	2	3	3	6	2	1	5	7
ASV_920	9	6	4	10	11	9	0	0	1	1	1	3	3	3	1	3	2	4
ASV_926	8	2	3	1	6	3	1	4	3	0	1	0	1	1	28	1	4	4
ASV_935	3	0	2	0	1	9	3	2	1	3	5	11	2	6	3	4	7	9
ASV_946	3	2	1	3	3	5	6	6	1	3	10	6	3	10	3	2	0	4
ASV_966	1	5	0	3	3	3	1	6	7	6	6	5	3	0	1	4	13	4
ASV_975	6	7	0	0	41	4	3	0	0	4	1	1	1	0	1	1	0	1
ASV_992	1	3	2	3	0	2	3	4	5	2	1	5	8	5	4	12	6	5
ASV_1003	10	4	5	8	0	3	3	4	6	0	3	1	12	1	3	0	2	5
ASV_1019	6	3	2	0	0	1	3	1	2	3	3	15	17	0	11	1	0	2
ASV_1121	3	2	0	2	18	11	2	3	0	1	1	12	4	0	1	8	0	2
ASV_1317	0	4	1	0	7	36	4	2	1	0	2	2	0	1	2	7	0	1
ASV_1341	5	6	3	3	1	4	4	4	3	6	2	7	1	3	4	3	8	3
ASV_1472	2	1	3	6	1	0	5	4	9	1	3	1	4	5	1	9	14	1
ASV_1486	4	4	1	0	1	3	8	0	9	7	6	2	6	7	2	2	5	3
ASV_1612	3	3	3	3	4	3	7	4	6	4	3	11	3	4	3	5	0	1
ASV_2538	4	3	0	8	4	9	5	2	2	2	4	4	5	3	5	3	2	5
ASV_857	1	5	2	8	1	6	5	2	6	4	1	4	3	2	6	4	7	3
ASV_956	5	5	11	5	5	7	2	1	2	2	5	1	3	4	2	5	3	2
ASV_972	2	3	5	3	2	5	5	2	3	4	1	9	6	3	6	2	7	2
ASV_1024	2	0	0	0	0	0	9	7	5	23	14	0	1	1	2	0	0	5
ASV_1031	2	0	7	6	4	1	1	3	3	9	2	4	2	8	7	4	1	5
ASV_1041	4	1	3	3	3	3	5	5	3	6	4	11	2	4	2	5	3	2
ASV_1062	3	0	0	1	2	1	1	4	1	1	0	0	47	0	1	6	1	0
ASV_1066	3	4	3	11	3	7	3	4	3	2	4	2	3	3	2	4	3	5
ASV_1071	6	0	2	4	1	4	3	3	5	7	2	6	9	4	2	3	3	5
ASV_1098	4	6	4	3	31	3	0	0	1	2	2	0	0	3	0	2	4	4
ASV_1104	3	0	3	3	3	6	2	1	1	4	0	27	3	2	1	1	3	6
ASV_1126	1	1	2	6	0	2	3	2	3	1	9	1	2	16	4	5	5	6
ASV_1271	6	8	0	9	6	5	3	4	3	3	3	6	1	3	2	2	2	3
ASV_1295	1	11	6	4	0	2	9	2	5	2	2	1	4	4	4	5	3	4
ASV_1302	3	10	2	8	0	0	3	7	3	2	4	1	3	5	2	6	4	6
ASV_1607	1	5	0	1	0	0	8	19	5	2	4	2	3	3	10	2	3	1
ASV_1693	5	8	8	1	0	2	6	5	3	7	1	4	1	7	2	6	0	3
ASV_1749	9	1	5	2	1	4	6	3	3	6	4	6	1	3	7	2	2	4
ASV_2239	1	3	11	4	7	3	3	4	1	3	5	2	9	4	1	3	4	1
ASV_852	3	6	9	2	1	5	0	3	2	3	5	7	3	2	6	6	1	5
ASV_961	10	2	16	5	9	3	0	3	0	0	4	0	1	0	9	2	2	3
ASV_1001	7	2	1	2	13	11	5	2	5	1	2	2	0	3	3	0	2	7
ASV_1018	0	5	0	0	0	0	0	1	5	1	4	3	4	0	1	43	0	1
ASV_1022	4	2	4	6	1	5	7	0	4	1	1	6	4	5	3	4	5	6
ASV_1076	5	4	0	1	1	6	6	7	3	3	4	10	5	2	6	1	1	3
ASV_1082	3	7	3	3	2	2	3	3	5	2	3	5	4	1	4	4	6	8
ASV_1251	3	1	0	1	3	4	5	8	14	6	2	4	2	0	8	2	3	2
ASV_1286	1	1	5	0	9	2	4	4	1	3	13	1	1	2	3	1	8	9
ASV_1390	2	4	16	10	1	0	0	7	7	3	4	6	1	0	2	3	0	2
ASV_903	2	2	4	5	14	1	1	0	2	2	1	2	6	15	2	1	3	5
ASV_917	0	0	1	0	0	40	1	2	12	1	1	4	4	0	0	0	1	1
ASV_980	9	1	0	0	0	1	4	3	1	1	19	12	3	0	8	4	0	2
ASV_1013	2	2	13	5	1	3	0	4	7	6	2	7	0	1	1	5	1	7
ASV_1136	2	1	0	3	0	0	8	6	11	2	8	7	7	0	4	1	1	6
ASV_1144	1	5	4	4	3	2	6	6	1	6	3	5	4	2	0	4	5	6
ASV_1167	4	3	6	2	2	4	9	1	5	2	5	4	2	3	7	1	4	3
ASV_1224	6	0	2	6	2	2	5	0	5	1	3	8	11	0	4	10	1	1
ASV_1232	6	3	1	7	0	4	3	0	6	11	3	4	3	3	5	5	0	3
ASV_1272	1	3	5	0	1	5	4	3	7	7	3	5	2	3	5	3	5	5
ASV_1310	7	0	7	6	6	5	2	2	1	3	3	0	3	7	2	4	3	6
ASV_1642	1	5	7	4	4	5	5	3	1	2	3	8	1	2	1	2	8	5
ASV_1929	3	12	2	3	1	2	8	4	4	3	4	6	1	1	5	4	3	1
ASV_930	2	0	1	0	0	19	4	4	3	2	2	9	1	0	4	3	12	1
ASV_974	2	2	6	3	1	0	6	5	2	2	7	5	2	3	6	2	4	9
ASV_989	2	1	1	2	0	4	2	7	2	5	6	2	2	9	4	6	7	5
ASV_999	2	5	1	4	6	2	10	1	6	2	6	3	6	1	2	1	1	8
ASV_1005	3	1	0	1	0	1	6	4	5	5	2	4	5	8	7	5	4	5
ASV_1020	3	10	4	0	3	7	0	9	6	2	4	3	4	2	0	3	5	1
ASV_1087	2	2	0	7	2	8	2	1	5	3	7	5	2	0	12	6	0	2
ASV_1089	4	3	1	3	5	5	5	2	6	4	3	2	3	4	5	5	4	2
ASV_1097	2	5	2	3	2	6	5	6	2	3	2	8	3	2	4	5	4	2
ASV_1099	0	4	1	0	0	0	3	5	7	7	4	12	5	2	1	12	2	1
ASV_1123	1	1	1	8	1	2	5	11	6	3	4	6	4	2	5	2	2	2
ASV_1151	3	1	1	0	5	1	6	11	2	0	0	1	2	1	2	16	0	14
ASV_1207	3	0	6	0	6	8	5	1	4	0	7	4	1	6	3	3	3	6
ASV_1447	2	0	0	1	0	1	13	8	5	2	9	4	1	8	2	4	3	3
ASV_1467	10	6	1	9	5	0	1	2	5	2	2	2	6	2	4	1	3	5
ASV_1888	14	0	2	4	0	2	3	9	4	2	5	8	1	1	2	5	2	2
ASV_1916	7	2	3	3	0	0	6	3	7	2	6	3	5	7	4	6	1	1
ASV_1023	4	7	3	0	3	2	2	1	1	0	3	9	5	3	6	7	6	3
ASV_1029	2	1	2	9	2	3	5	3	1	3	12	3	2	4	6	2	2	3
ASV_1035	1	8	2	3	1	4	3	6	3	6	5	0	5	2	4	4	2	6
ASV_1050	2	5	6	4	6	3	2	6	4	3	2	4	1	3	8	4	0	2
ASV_1067	3	0	5	8	5	9	1	4	0	3	4	1	1	3	3	3	4	8
ASV_1182	6	4	5	6	1	3	5	2	3	3	5	7	2	2	3	2	4	2
ASV_1259	2	2	4	1	5	3	8	5	2	2	7	5	0	1	0	6	6	6
ASV_1742	1	4	5	5	3	4	7	5	1	1	4	4	1	4	2	2	7	5
ASV_1820	5	8	2	4	2	5	5	1	2	3	6	4	3	4	1	1	3	6
ASV_2734	5	1	1	0	4	5	4	11	2	3	3	7	3	4	4	0	3	5
ASV_928	8	5	32	0	0	0	2	0	1	0	1	2	3	3	0	1	7	0
ASV_955	2	7	2	1	0	5	4	5	1	6	0	2	5	4	5	1	8	7
ASV_978	6	0	1	1	2	0	4	28	2	5	0	8	1	1	1	5	0	0
ASV_987	6	12	0	0	0	1	6	9	0	1	1	0	4	0	18	5	0	2
ASV_1059	6	1	2	2	1	3	11	2	3	2	0	8	6	4	3	4	1	5
ASV_1061	0	0	0	7	2	2	4	3	0	2	2	3	2	5	8	2	13	9
ASV_1077	3	1	1	5	4	3	4	6	4	2	5	4	4	3	3	7	2	3
ASV_1115	2	2	4	0	7	2	8	2	1	2	3	2	9	1	4	5	1	9
ASV_1150	1	0	0	1	0	0	10	2	0	0	25	6	1	4	2	12	0	0
ASV_1158	2	2	5	2	0	8	9	0	5	1	6	5	3	0	2	1	7	6
ASV_1389	4	5	0	2	5	2	7	1	6	2	0	7	10	1	1	2	6	3
ASV_1638	2	0	1	3	1	28	2	3	2	4	1	3	0	1	3	5	5	0
ASV_1922	1	0	2	7	2	5	18	2	4	2	3	4	1	2	0	4	3	4
ASV_2290	3	1	6	7	1	11	3	7	1	5	5	5	2	2	1	2	1	1
ASV_2621	4	3	1	1	1	4	6	1	5	7	4	5	1	4	6	5	2	4
ASV_957	4	3	2	0	1	2	4	4	4	7	0	3	3	0	9	3	5	10
ASV_1008	9	2	5	15	11	5	1	2	2	1	0	0	1	0	2	1	4	2
ASV_1012	4	1	10	4	0	3	5	2	2	3	4	2	2	3	7	2	4	5
ASV_1064	4	0	0	0	0	1	1	1	13	7	0	16	1	0	0	1	1	17
ASV_1095	6	3	11	2	5	8	2	5	2	1	2	5	1	1	1	2	1	5
ASV_1108	2	0	1	1	4	6	4	2	4	6	4	3	5	2	3	2	10	4
ASV_1140	6	4	1	2	1	1	7	5	1	2	3	6	0	5	3	2	5	9
ASV_1147	1	6	3	2	4	6	8	3	1	1	3	5	5	3	5	0	5	2
ASV_1159	2	3	0	3	0	12	2	2	0	29	0	0	0	0	2	0	1	7
ASV_1171	5	2	2	1	2	2	3	8	3	6	4	4	3	4	4	5	2	3
ASV_1181	3	0	2	2	3	3	2	5	2	0	6	0	17	0	4	10	3	1
ASV_1230	2	3	2	4	7	6	2	5	5	6	4	3	2	1	1	2	6	2
ASV_1277	4	5	7	6	6	16	0	0	0	3	1	2	2	2	2	4	2	1
ASV_1307	3	4	4	10	7	0	5	2	3	2	3	6	0	1	7	2	0	4
ASV_1358	1	3	3	2	2	6	6	4	2	6	5	2	2	0	2	5	9	3
ASV_1482	3	1	9	0	1	2	4	3	4	4	2	11	2	3	4	2	5	3
ASV_1529	1	3	5	6	0	4	1	0	2	5	12	3	0	5	3	6	4	3
ASV_1640	7	6	1	7	1	3	0	0	2	2	0	2	2	10	2	4	9	5
ASV_1745	3	7	3	8	5	6	1	2	3	1	3	1	0	0	5	7	6	2
ASV_1923	1	7	8	0	0	1	2	3	2	3	6	8	4	1	4	7	4	2
ASV_2490	4	6	2	2	0	3	10	6	6	3	2	5	3	3	4	0	0	4
ASV_965	1	7	8	2	0	9	3	5	2	6	1	5	3	1	2	5	0	3
ASV_1016	1	2	6	2	0	4	3	2	3	4	5	7	2	7	7	2	1	4
ASV_1039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0
ASV_1105	4	1	13	0	1	2	5	1	6	1	1	3	3	6	4	2	7	2
ASV_1146	1	5	1	3	1	0	7	6	3	5	2	3	3	3	5	6	4	4
ASV_1190	0	0	2	3	12	6	2	7	1	1	8	4	2	2	3	3	3	3
ASV_1211	0	4	6	0	0	1	4	12	6	1	1	7	4	1	8	1	2	4
ASV_1238	5	6	4	4	1	5	8	2	2	0	3	5	2	3	5	0	6	1
ASV_1284	1	5	4	3	4	2	2	4	6	6	2	6	3	2	4	1	2	5
ASV_1309	6	3	2	1	1	2	7	2	1	7	7	3	5	0	4	2	1	8
ASV_1490	7	4	0	0	1	1	3	3	4	2	1	2	10	0	5	4	15	0
ASV_1496	3	2	0	0	0	0	11	15	0	6	5	4	3	1	4	4	2	2
ASV_1592	6	1	1	1	8	5	0	0	1	0	1	7	5	1	3	7	10	5
ASV_1889	4	1	26	4	1	0	4	3	1	1	4	3	1	1	2	3	2	1
ASV_2264	5	1	8	2	2	3	6	1	3	2	7	5	0	2	3	7	1	4
ASV_2751	6	5	4	13	9	0	6	6	0	2	0	1	3	1	0	1	4	1
ASV_2909	1	3	3	8	0	2	4	5	1	3	2	5	2	2	1	5	12	3
ASV_1017	0	3	16	8	10	3	0	0	0	0	1	1	1	9	2	1	5	1
ASV_1049	2	5	0	2	3	4	4	4	6	3	7	4	3	4	3	1	4	2
ASV_1058	7	2	0	3	1	2	1	1	2	3	0	5	2	5	12	10	0	5
ASV_1137	3	3	7	3	0	3	1	1	4	2	5	5	3	1	5	5	4	6
ASV_1186	1	2	1	2	3	12	2	5	2	2	3	3	3	1	7	6	1	5
ASV_1239	3	2	3	1	6	6	10	4	6	1	4	4	4	1	1	1	1	3
ASV_1287	1	2	3	1	2	1	1	1	13	2	3	1	7	1	2	12	5	3
ASV_1331	3	5	2	1	3	7	5	3	0	3	3	9	1	3	4	1	4	4
ASV_1357	2	0	0	1	0	4	3	3	0	0	0	2	1	0	0	42	0	3
ASV_1522	2	1	0	0	17	2	5	1	2	2	3	4	3	0	4	0	7	8
ASV_1538	4	1	0	1	5	7	7	4	6	0	1	3	3	1	6	2	7	3
ASV_1568	1	4	2	4	1	6	1	3	8	2	4	2	1	1	5	9	2	5
ASV_1801	0	1	0	3	0	1	3	48	1	0	1	1	0	0	0	0	1	1
ASV_1874	3	4	5	5	5	0	3	1	2	4	2	9	4	5	0	0	4	5
ASV_2098	2	4	4	0	2	0	5	5	4	7	5	2	3	1	7	3	1	6
ASV_904	1	3	12	12	3	2	2	0	1	2	1	1	4	8	1	1	6	1
ASV_936	7	0	2	2	1	3	6	3	4	1	7	5	3	7	2	2	4	2
ASV_1110	34	2	0	1	0	0	1	7	1	0	2	1	3	0	0	1	7	0
ASV_1125	0	3	0	3	0	3	11	7	3	2	3	7	1	5	3	4	1	4
ASV_1173	4	1	2	2	0	3	4	7	5	4	3	3	2	7	1	5	3	4
ASV_1177	3	1	1	3	0	2	3	2	1	2	0	3	7	10	4	13	2	3
ASV_1223	3	8	0	0	0	2	5	4	4	0	7	5	4	6	4	0	0	8
ASV_1245	2	1	2	9	12	4	4	7	0	1	3	0	5	0	3	2	0	5
ASV_1248	2	3	0	3	0	11	1	4	1	1	3	5	4	1	7	3	8	3
ASV_1268	2	2	0	0	0	0	24	3	3	1	3	3	8	0	0	3	4	4
ASV_1306	1	1	4	2	3	3	5	0	0	1	0	0	0	10	0	1	24	5
ASV_1323	2	3	5	0	1	3	3	4	6	5	2	2	3	3	4	7	4	3
ASV_1326	4	6	2	2	0	10	3	2	2	4	6	3	1	4	6	1	0	4
ASV_1348	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	51	1	6
ASV_1546	2	0	2	2	6	4	1	2	5	0	5	3	4	5	8	8	1	2
ASV_1872	4	4	0	9	3	3	8	3	2	4	3	0	2	6	3	1	2	3
ASV_2001	4	0	1	4	0	0	7	2	12	25	0	1	0	0	1	0	0	3
ASV_2454	0	3	2	1	0	2	2	7	5	2	5	8	2	7	5	2	5	2
ASV_2567	2	1	1	2	0	1	7	3	2	8	2	1	2	10	2	1	8	7
ASV_2919	1	1	2	2	2	4	8	1	0	0	4	0	1	1	31	0	1	1
ASV_944	4	1	9	0	0	1	4	2	6	1	3	4	3	5	3	2	5	7
ASV_1114	2	0	0	1	2	0	3	3	7	4	1	2	9	4	10	5	3	3
ASV_1133	3	1	2	2	5	2	1	3	3	4	3	6	7	2	6	4	2	3
ASV_1142	0	6	3	0	1	1	0	7	7	3	3	12	2	3	3	3	2	3
ASV_1152	3	10	0	3	1	1	4	3	4	4	6	0	4	1	9	2	0	4
ASV_1160	4	0	9	0	9	3	0	0	2	2	0	0	0	2	0	28	0	0
ASV_1163	1	2	0	1	0	8	6	5	3	1	4	3	6	6	4	4	2	3
ASV_1179	4	6	2	3	1	1	6	2	2	2	4	9	1	0	2	3	10	1
ASV_1180	3	5	2	3	1	5	0	1	0	3	6	4	2	5	4	9	1	5
ASV_1199	2	4	1	2	2	5	4	5	2	4	4	5	6	2	3	0	7	1
ASV_1217	2	4	1	0	3	6	0	5	5	4	0	0	7	21	0	0	1	0
ASV_1243	2	6	2	3	4	7	2	5	2	3	5	3	0	3	0	1	9	2
ASV_1244	1	4	4	1	3	1	5	3	4	2	5	10	4	3	5	1	1	2
ASV_1346	0	1	2	6	5	3	10	5	5	4	0	1	1	5	4	3	4	0
ASV_1436	5	9	0	4	2	0	5	3	0	1	3	6	5	2	3	4	4	3
ASV_1577	5	5	1	2	1	2	3	3	5	10	3	3	1	1	3	2	5	4
ASV_1611	3	1	4	1	0	3	10	8	10	4	1	4	3	0	2	1	0	4
ASV_1740	8	4	1	3	2	5	9	1	3	1	5	6	3	1	2	0	1	4
ASV_1853	5	0	1	1	0	10	3	3	1	6	11	1	1	0	1	14	0	1
ASV_1985	0	18	1	21	0	9	0	0	2	0	0	3	1	0	3	0	0	1
ASV_2097	4	2	2	3	0	1	6	1	0	4	7	4	5	3	5	3	6	3
ASV_949	4	1	5	2	10	6	3	3	1	5	2	1	1	2	2	4	3	4
ASV_1080	0	2	0	0	0	0	2	16	8	1	1	3	8	1	4	5	5	2
ASV_1135	2	0	0	0	1	1	5	5	2	4	5	3	2	1	3	2	13	9
ASV_1157	2	2	3	2	6	4	4	2	9	2	5	4	2	2	2	1	0	6
ASV_1164	0	1	3	2	7	1	2	3	2	4	7	4	2	5	6	6	0	3
ASV_1203	6	2	1	4	3	6	3	3	1	5	2	3	4	0	3	2	7	3
ASV_1210	2	3	1	1	0	2	9	2	2	5	2	7	1	5	5	2	6	3
ASV_1225	0	1	0	0	0	2	0	1	27	0	4	1	2	0	13	4	0	3
ASV_1237	4	4	5	5	3	6	6	2	2	1	1	2	2	3	2	2	2	6
ASV_1267	3	2	0	0	1	1	8	3	4	3	2	4	12	5	3	4	3	0
ASV_1278	5	0	0	1	3	7	2	2	3	9	11	0	1	0	4	3	2	5
ASV_1280	7	4	2	5	7	5	1	1	0	2	3	4	0	4	4	4	3	2
ASV_1423	5	3	0	0	1	5	1	1	0	1	5	5	3	5	6	6	8	3
ASV_1430	4	7	4	3	6	3	1	1	3	0	4	3	2	2	4	3	6	2
ASV_1567	0	0	6	10	1	1	7	2	5	7	2	5	2	0	4	3	0	3
ASV_1625	5	4	2	3	0	2	6	1	3	4	2	6	3	3	4	2	5	3
ASV_1836	5	4	3	2	0	3	3	2	7	3	3	4	1	2	6	1	5	4
ASV_2099	6	3	2	0	2	0	6	4	3	7	2	4	2	1	3	8	0	5
ASV_2116	3	3	1	4	1	4	5	3	5	3	6	3	1	1	3	5	2	5
ASV_2259	4	4	4	4	1	3	6	5	0	2	7	3	1	1	1	3	5	4
ASV_2766	3	6	1	3	5	1	3	1	2	3	2	10	2	1	3	4	3	5
ASV_1119	4	0	35	1	0	0	2	5	0	0	0	7	0	3	0	0	0	0
ASV_1141	7	3	0	0	2	0	4	1	3	4	1	6	6	7	5	6	0	2
ASV_1187	1	6	1	0	1	4	2	10	6	3	3	3	1	4	4	4	2	2
ASV_1196	8	2	2	2	0	5	3	1	3	0	2	4	8	7	5	1	1	3
ASV_1200	1	2	1	0	1	0	9	6	7	4	1	6	3	4	5	3	1	3
ASV_1220	4	2	2	3	3	1	4	5	5	3	5	3	1	3	1	5	2	5
ASV_1222	3	5	2	3	2	4	3	0	2	4	4	5	3	2	2	3	3	7
ASV_1256	4	6	1	2	3	3	2	3	2	2	4	9	2	1	5	2	2	4
ASV_1265	7	1	2	2	2	1	4	4	2	3	9	5	3	3	3	3	3	0
ASV_1314	0	0	6	1	2	4	4	2	2	6	7	3	2	7	4	1	1	5
ASV_1333	3	1	0	0	0	1	5	3	3	5	6	5	6	6	1	3	4	5
ASV_1345	0	0	4	1	5	3	0	9	1	8	1	1	1	1	6	4	6	6
ASV_1361	3	7	1	2	1	2	4	4	0	1	5	1	6	4	4	4	4	4
ASV_1370	0	2	11	0	1	0	9	7	5	1	1	7	3	2	6	1	0	1
ASV_1483	1	0	12	0	4	11	1	1	0	2	2	0	1	7	0	5	7	3
ASV_1497	2	1	0	1	0	2	8	4	5	2	6	11	6	1	5	2	0	1
ASV_1754	3	8	8	1	0	2	1	7	2	4	3	2	1	1	5	1	6	2
ASV_1871	2	1	6	4	1	3	7	2	6	3	2	3	2	4	2	5	0	4
ASV_1979	4	1	7	1	5	18	4	4	0	0	1	3	0	0	4	3	0	2
ASV_2798	8	2	2	3	2	5	4	3	2	3	7	3	1	1	3	5	2	1
ASV_1042	1	3	1	0	0	0	2	3	2	5	8	11	4	3	2	5	3	3
ASV_1091	2	2	2	1	0	7	4	2	1	9	8	2	4	2	4	3	2	1
ASV_1188	0	2	0	3	1	4	2	6	1	4	11	4	4	0	2	1	5	6
